,level_0,index,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,migration_classmate,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,father_educ1,mother_educ1,father_educ2,mother_educ2,father_reli,mother_reli,work_father,single_parent,work_mother,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust,female,rural,East,migration_backgrnd,low_performing,highest_educ_hh,reli_hh
718,5603,5603,20144003,2014400,2014400,2015,1,3,1,5,2,4,5,2,2,2,2,3,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,2,2,1,1,179,1998,2,6,2,4,3,3,5,7,3,10,1,1998,13,2,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2008.0,1,6,4,16,1.0580037188965508,1.1347321883624717,0,0,0,1,1,0,0
719,5607,5607,20145902,2014591,2014591,2012,2,5,1,3,1,4,5,1,1,5,2,2,5,5,3,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,161,1995,3,4,1,4,2,7,2,7,2,9,2,1995,13,1,10.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17,1,2005.0,1,7,4,15,0.7602319883768305,-0.21989841165782062,1,0,0,1,0,1,0
720,5609,5609,20146502,2014656,2014656,2017,1,2,1,2,2,5,5,4,1,5,2,2,5,5,5,1,2,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,177,2000,1,5,2,5,4,7,3,4,2,9,1,2000,13,1,5.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,6,3,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,1,1
721,5611,5611,20147502,2014753,2014753,2016,2,2,1,5,2,2,5,4,3,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,156,1999,1,5,1,2,1,5,5,6,3,7,2,1999,13,3,3.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2010.0,1,7,6,18,1.6535471799359915,0.4574168883523255,1,0,0,1,0,0,0
722,5614,5614,20148304,2014834,2014834,2016,1,3,1,1,4,4,5,4,1,5,4,4,5,2,5,1,2,3,-2,1,-2,-2,1,-2,1,-2,-2,3,2,1,2,171,1999,2,2,6,7,4,7,6,2,4,5,2,1999,13,1,3.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,17,1,2009.0,1,2,1,5,-2.2174853168203734,-1.574529011678113,1,0,0,1,0,0,0
723,5615,5615,20148603,2014869,2014869,2016,1,2,1,1,2,4,5,1,2,5,3,2,5,3,3,1,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,1,166,1999,1,6,2,3,4,2,6,4,3,9,2,1999,13,1,5.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,6,5,17,1.3557754494162713,1.1347321883624717,1,0,0,1,0,1,1
724,5618,5618,20149102,2014915,2014915,2012,1,4,1,5,1,4,4,2,1,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,2,176,1995,3,5,3,6,3,5,6,5,3,9,1,1995,13,1,8.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,5,2,12,-0.13308320318233066,0.4574168883523255,0,0,0,1,0,1,1
725,5620,5620,20149802,2014982,2014982,2018,1,5,1,2,2,4,5,3,2,2,2,2,5,4,5,1,1,3,-2,1,-2,-2,1,1,-2,1,-2,3,2,1,1,186,2001,1,5,1,2,2,1,2,6,3,9,1,2001,13,1,11.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1,2013.0,1,7,6,18,1.6535471799359915,0.4574168883523255,0,0,1,1,0,1,0
726,5623,5623,20150302,2015032,2015032,2014,2,4,1,1,2,3,5,2,4,2,2,1,4,2,2,1,1,3,-2,1,-2,1,-2,1,-2,1,-2,3,2,1,3,160,1997,2,5,2,6,2,6,5,3,2,10,2,1997,13,3,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17,1,2007.0,1,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,0,1
727,5633,5633,20152602,2015261,2015261,2015,1,5,2,4,2,5,5,3,2,-1,3,2,5,5,4,1,1,3,-2,1,-2,1,-2,1,-2,1,-2,3,2,1,2,170,1998,2,3,5,6,3,1,4,3,2,8,2,1998,13,1,6.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2008.0,1,3,2,8,-1.3241701252612121,-0.8972137116679668,1,0,0,1,0,1,1
728,5649,5649,20156303,2015636,2015636,2014,3,2,1,4,4,4,-1,3,3,5,2,3,5,5,5,1,2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,165,1997,2,5,3,5,1,6,4,6,3,8,2,1997,13,1,12.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2009.0,1,5,3,13,0.1646885273373897,0.4574168883523255,1,0,1,1,0,1,0
729,5652,5652,20156604,2015660,2015660,2013,2,5,1,5,1,1,4,3,4,-1,1,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,177,1996,3,5,3,6,2,2,2,5,3,8,1,1996,13,1,9.0,-2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2006.0,1,5,2,12,-0.13308320318233066,0.4574168883523255,0,0,0,1,0,1,1
730,5655,5655,20156904,2015695,2015695,2014,2,5,1,4,1,4,5,2,4,5,2,2,5,4,4,2,1,3,-2,1,-2,-2,1,1,1,-2,-2,1,2,1,2,171,1997,1,3,3,5,4,5,2,3,3,5,2,1997,13,1,1.0,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17,1,2007.0,0,5,3,11,-0.4308549337020511,-0.8972137116679668,1,0,0,1,1,1,1
731,5663,5663,20157703,2015776,2015776,2012,1,2,1,5,2,5,5,1,2,5,1,2,5,5,4,2,1,3,-2,-2,-2,1,-2,-2,-2,-2,-2,3,2,1,2,165,1995,3,4,2,5,6,4,5,6,2,7,2,1995,13,1,8.0,-2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,6,3,13,0.1646885273373897,-0.21989841165782062,1,0,0,1,0,1,1
732,5669,5669,20158405,2015849,2015849,2016,1,1,1,5,5,4,4,2,2,-1,3,4,5,5,2,2,2,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,185,1999,3,3,2,6,4,2,5,4,2,7,1,1999,13,1,12.0,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2012.0,1,6,2,11,-0.4308549337020511,-0.8972137116679668,0,0,1,1,0,1,0
733,5675,5675,20159403,2015946,2015946,2017,1,1,1,2,2,2,5,2,2,-1,1,2,5,3,3,1,1,3,-2,1,-2,-2,-2,1,1,-2,-2,3,2,1,1,161,2000,1,2,5,7,3,3,2,5,3,8,2,2000,13,1,5.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,3,1,6,-1.919713586300653,-1.574529011678113,1,0,0,1,0,1,1
734,5678,5678,20160004,2016004,2016004,2014,1,2,1,4,2,4,4,4,4,5,2,2,4,4,3,2,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,3,2,1,1,185,1997,1,6,3,5,3,3,5,5,3,8,1,1997,13,1,6.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,5,3,14,0.4624602578571101,1.1347321883624717,0,0,0,1,0,1,1
735,5684,5684,20160903,2016098,2016098,2010,1,1,1,1,1,2,5,1,1,-1,2,2,5,5,4,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,3,170,1993,2,6,2,4,2,4,5,3,3,9,1,1993,13,1,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,0,6,4,16,1.0580037188965508,1.1347321883624717,0,0,0,1,0,1,1
736,5685,5685,20160904,2016098,2016098,2014,1,2,1,5,2,3,5,2,2,2,2,2,5,3,4,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,163,1997,1,5,2,5,4,3,2,6,3,8,2,1997,13,1,6.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,6,3,14,0.4624602578571101,0.4574168883523255,1,0,0,1,0,1,1
737,5686,5686,20160905,2016098,2016098,2016,1,1,1,1,2,2,3,1,1,5,1,3,5,2,4,1,1,3,-2,-2,-2,-2,1,-2,1,-2,-2,3,2,1,2,170,1999,2,7,1,5,2,6,6,7,3,7,1,1999,13,1,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,7,3,17,1.3557754494162713,1.8120474883726179,0,0,0,1,0,1,1
738,5687,5687,20161403,2016144,2016144,2018,1,1,2,2,2,3,4,2,1,-1,-1,2,-1,-1,4,1,1,6,4,-2,-2,-2,-2,1,-2,1,-2,3,2,1,1,186,2001,3,3,1,4,4,7,2,7,2,7,1,2001,13,1,8.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17,1,2011.0,1,7,4,14,0.4624602578571101,-0.8972137116679668,0,0,0,1,0,1,0
739,5694,5694,20162304,2016233,2016233,2014,2,5,1,3,3,2,5,1,2,2,2,3,5,5,5,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,165,1997,3,7,2,6,2,6,2,3,3,8,2,1997,13,1,3.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17,1,2007.0,1,6,2,15,0.7602319883768305,1.8120474883726179,1,0,0,1,0,1,0
740,5696,5696,20162403,2016241,2016241,2016,1,1,1,5,1,5,5,4,1,1,4,4,5,3,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,176,1999,2,4,5,7,4,1,7,4,3,7,2,1999,13,1,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17,1,2009.0,1,3,1,8,-1.3241701252612121,-0.21989841165782062,1,0,0,1,0,0,1
741,5699,5699,20162503,2016250,2016250,2013,1,2,1,5,1,5,4,1,2,5,3,2,5,2,4,2,1,3,-2,-2,-2,-2,1,-2,-2,1,-2,3,2,1,2,185,1996,3,4,3,6,7,5,1,6,1,7,1,1996,13,3,3.0,-2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,5,2,11,-0.4308549337020511,-0.21989841165782062,0,0,0,1,0,1,1
742,5700,5700,20162504,2016250,2016250,2017,1,1,1,4,3,4,4,2,2,2,2,2,2,2,2,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,2,2,1,1,188,2000,3,4,4,5,5,6,3,3,2,8,1,2000,13,3,3.0,2011.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,4,3,11,-0.4308549337020511,-0.21989841165782062,0,0,0,1,1,1,1
743,5704,5704,20162703,2016276,2016276,2016,1,2,1,2,2,4,1,1,1,2,2,2,5,3,3,1,1,3,-2,1,1,-2,-2,1,-2,1,-2,3,2,1,2,190,1999,2,6,2,5,5,5,2,6,1,10,1,1999,13,1,5.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,6,3,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,1,1
744,5705,5705,20162704,2016276,2016276,2018,2,3,1,2,2,4,3,2,2,-1,-1,3,4,3,3,1,1,6,4,-2,-2,-2,-2,1,-2,1,-2,3,2,1,1,184,2001,2,5,2,4,3,2,5,6,2,8,2,2001,13,1,5.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,6,4,15,0.7602319883768305,0.4574168883523255,1,0,0,1,0,1,1
745,5709,5709,20162904,2016292,2016292,2016,2,4,1,1,2,5,5,2,2,-1,2,2,5,5,5,1,2,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,169,1999,3,5,2,5,1,4,3,7,2,9,2,1999,13,1,5.0,2010.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,6,3,14,0.4624602578571101,0.4574168883523255,1,0,0,1,0,1,1
746,5717,5717,20163903,2016390,2016390,2016,1,4,1,2,2,2,5,2,2,-1,2,2,4,3,5,1,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,0,1,165,1999,3,6,2,5,2,5,3,6,3,9,2,1999,13,1,14.0,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,1,2010.0,1,6,3,15,0.7602319883768305,1.1347321883624717,1,0,1,1,0,1,0
747,5718,5718,20163904,2016390,2016390,2018,1,3,1,1,2,4,4,1,1,3,3,3,4,4,5,1,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,3,2,1,1,171,2001,3,5,3,3,2,5,5,6,2,8,2,2001,13,1,14.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,1,2011.0,1,5,5,15,0.7602319883768305,0.4574168883523255,1,0,1,1,0,1,0
748,5720,5720,20164104,2016411,2016411,2013,1,5,1,1,1,4,5,2,1,5,2,2,5,2,2,1,1,3,-2,-2,-2,1,-2,-2,-2,-2,-2,3,2,0,2,175,1996,2,5,2,2,2,5,5,5,2,8,1,1996,13,1,16.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,6,6,17,1.3557754494162713,0.4574168883523255,0,0,1,1,0,0,1
749,5738,5738,20166303,2016632,2016632,2016,1,1,1,2,1,4,4,2,2,5,3,3,5,2,4,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,1,1,183,1999,3,6,1,6,7,5,5,5,2,8,1,1999,13,1,8.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,7,2,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,1,1
